Header2,header3,header4
31,BC,"""REPORTED RUC AND MCC COMBINATION INVALID"
31,BB,TRANSACTION NOT VALID FOR RESERVE MEMBER ON ACTIVE DUTY.
31,AC,MR INDICATES MEMBER IN AN ATTACHED STATUS.
31,AD,MR REFLECTS MARINE PARTICIPATING IN A CRISIS.  REPORT STOP CRISIS TTC IS APPLICABLE.
31,B,REPORTED SCHOOL/SPEC SKILL CODE INVALID FAILED TABLE EDIT.
31,BA,SCHOOL CODE DISCONTINUED OR DATES ARE INVALID.  RESEARCH AND RESUBMIT.
32,AB,RUC 548XX NOT AUTHORIZED TO INPUT THIS CHANGE.
32,AC,REPORTED RUC IS NOT VALID.
32,AF,MBR IN FAP STATUS.  REPORT TTC 177 000.
32,B,"""REPORTED RUC INVALID"
32,I,MARINE ALREADY TAD AND ADDITIONAL TAD OR ADDITIONAL FAP.
32,AA,FAP STATUS TERMINATED. MARINE HAS BEEN JOINED FAP BY ANOTHER UNIT.
32,N,MBR CAN'T BE JOINED FAP BY PRESENT OR TAD RU.
32,NV,THE ENCODED RUC IS NOT VALID FOR THIS SSN.
32,RR,THE ENCODED RUC CAN NOT BE 45XXX OR 46XXX.
32,F,REPORTED TIME INVALID MUST BE 0001 TO 2359.
32,L,MEMBER'S RECORD STATUS MUST BE '0' OR '4'. HAVE PARENT UNIT REPORT JOIN.
33,B4,PRIMARY MOS DOES NOT MATCH PARAMETERS FOR REPORTED CODE.
33,B3,"""MR DOES NOT INDICATE DTE ACCEPT 1ST COMMISSION"
33,B2,MR DOES NOT INDICATE A PILOT DESIG EFFECTIVE DATE.  RESEARCH & REPORT DATE PRIOR TO REPORTING INCURRED OBLIGATED CD
33,B1,TRANSACTION VALID FOR OFFICERS ONLY
33,B5,INCURRED OBLIGATED SERVICE CODE 'F' OR 'S' VALID FOR CAPTAINS AND MAJORS ONLY.
33,B6,INCURRED OBLIGATED SERVICE CODE 'G' VALID FOR LTCOL ONLY.
33,B7,"""INCURRED OBLIGATED SERVICE CODE 'H' VALID FOR CAPTAIN"
33,CC,MASTER RECORD DOES NOT REFLECT A 974 REMARK TO PROCESS INCUR OBL SERV CD'S C & D.
33,CD,"""MASTER RECORD DOES NOT INDICATE RECEIPT OF MCFAP"
33,A1,REPORTED INCUR OBLIG SERV CD INVALID FOR THIS SEQUENCE
33,A3,"""INPUT RESTRICTED TO 06080"
33,A4,RESTRICTED TO 54826 RUC ONLY FOR INCUR OBLIG SERV CD 'P'
33,A5,DATE INVALID OR MUST BE FUTURE DATED.
33,CE,REPORTING NONE FOR INCURRED OBLIGATED SERVICE HAS ZERO'D EAS & ECC.  RESEARCH AND UPDATE EAS & ECC.
33,AA,REVIEW PRIUM FOR POST 911 GI BILL INCUR OBLIG DATE SVC CODE AND DATE.  REPORT CODE '1' OR '2' WITH PROPER DATES.
33,A6,RESTRICTED TO 54824 RUC ONLY FOR INCUR OBLIG SERV CD 'R'.
35,AD,MEMBERS TSGLI BENEFIT CLAIM HAS BEEN DENIED.
35,BB,REPORTED INJURY DATE IS INVALID.
35,CC,REPORT PAYMENT OR DENIAL DATE IS INVALID.
35,DD,REPORTED TSGLI BENEFIT DENIAL DATE CANNOT BE LESS THAN THE REPORTED DATE OF INJURY.
35,EE,MATCH FOR DELETE STATEMENT CANNOT BE FOUND IN MASTER RECORD.
35,FF,MEMBER HAS ALREADY BEEN PAID TSGLI BENEFIT FOR THE INJURY DATE BEING REPORTED.  RESEARCH AND CORRECT.
35,GG,REPORTED DATE OF PAYMENT IS LESS THAN THE INCLUSIVE 7 DAY MINIMUM FOR ENTITLEMENT TO TRAUMATIC SGLI BENEFIT.
35,HH,REPORTED TSGLI BENEFIT PAYMENT CANNOT BE LESS THAN THE REPORTED DATE OF INJURY.
35,AA,TRANSACTION VALID FOR HQMC INPUT ONLY.
35,AB,MEMBER HAS BEEN PAID TSGLI BENEFITS.  REPORT APPROPRIATE 'TO SICK' ENTRY TO COMPLETE THE MEMBER'S RECORD.
35,AC,MEMBER HAS BEEN PAID TSGLI BENEFITS.  VERIFY COMBAT ENTITLEMENTS.
36,AA,THIS CHANGE HAS BEEN SUCCESSFULLY PROCESSED.
36,F,RPTD DATE INVALID. MUST BE YYYYMMDD. CANNOT BE GREATER THAN CHG DOA.
36,G,OFFICER SERVICE FROM DATE MUST BE LESS THAN OFFICER SERVICE TO DATE
37,AA,THIS CHANGE HAS BEEN SUCCESSFULLY PROCESSED.
37,G,RPTD HIGHEST GRADE IS INVALID. FIRST BYTE MUST BE W OR O
38,AA,THIS CHANGE HAS BEEN SUCCESSFULLY PROCESSED.
38,G,REPORTED CONSTRUCTIVE SERVICE MONTHS OR DAYS INVALID.
39,AA,TEST DATE CANNOT BE FUTURE DATED.
40,AF,"""TRANSACTION DOES NOT PERTAIN TO RET"
40,AE,REPORTED DATE IS AFTER THE DISASTER EVENT HAS BEEN CLOSED.
40,AH,NO DEPENDENT-INFORMATION-150-RMK ON MASTER FILE
40,AJ,REPORTED WHEREABOUTS CODE INVALID.  REFER TO MCTFSPRIUM.
40,AK,REPORTED CIVILIAN WHEREABOUTS UNKNOWN CODE INVALID.  REFER TO MCTFSPRIUM.
40,AL,REPORTED SEQUENCE NUMBER DOES NOT MATCH ANY SEQUENCE CONTAINED IN THE PERS-ACCOUNTABILITY-180-RMK.
40,AM,THE REPORTED SEQUENCE IS CURRENTLY HELD IN SUSPENSE.
40,AG,REPORTED PERSONAL ACCOUNTING CODE INVALID.
40,AD,REPORTED DATE IS NOT VALID FOR THE DISASTER EVENT.
40,AC,"""DISASTER EVENT CODE IS NOT VALID"
40,AB,REPORTED TRANSACTION APPLICABLE TO CIVILIANS ONLY.
40,AA,REPORTED SEQUENCE DOES NOT MATCH ANY SEQUENCES CONTAINED IN THE DEPENDENT-INFORMATION-150-RMK.
42,G,RPTD POB-STATE-CODE NOT EQUAL TO CITIZEN-CNTRY-CODE. VERIFY/RESUBMIT.
42,F,REPORTED PLACE OF BIRTH ALREADY REPORTED/CONTAINED IN MASTER RECORD.
42,BB,COUNTRY OF ORIGIN BLANK IN MASTER FILE. REPORT TTC 0154.
42,B,REPORTED PLACE OF BIRTH INVALID.  VERIFY CODE AGAINST TABLE SI AND RESUBMIT.
45,AB,INPUT RESTRICTED TO 548XX RUC ONLY.
45,AC,REPORTED YEAR IS INVALID.  REENTER YEAR.
45,AD,"""THE ACCEPTABLE MONTHS TO BE REPORTED FOR THE ACDU CAREER DESIGNATION CONSIDER DATE ARE 01"
45,AA,INVALID CODE REPORTED.  REFER TO TABLE 71 FOR VALID CODES.
46,AB,THIS CONTRACT LEGAL AGREEMENT CODE IS NO LONGER UTILIZED OR IS NOT A VALID CODE. RE-REPORT WITH VALID CODE.
46,W,INVALID ENTRY.  THERE IS AN OPEN 945 RMK WITH THE SAME SPD CODE.
46,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
46,B,"""INVALID TRANSACTION FOR MEMBERS IN A RECORD STATUS OF 'E'"
46,BB,NEW SPD POSTED TO MCTFS. REPORT NEW LCN.
46,CC,REPORTED SPD IS RESIDENT IN MCTFS. REPORT ACCEPT USING EFFECTIVE DATE OF ADMIN STATUS CHANGE.
46,CF,SPD DISCONTINUED OR DATE OF ACTION/EFFECTIVE DATE INVALID. REFER TO MCTFS TABLE 05 (SPD CODES).
46,DS,SEPARATION PROGRAM DESIGNATOR INVALID. REFER TO MCTFS TABLE 05 (SPD CODES).
46,F,"""CHG NOT ACCEPTED"
46,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
46,G,"""CHG NOT ACCEPTED"
46,H,INVALID EAS RPTD. MUST BE ZEROS OR VALID YYYYMMDD.
46,J,"""CHG NOT ACCEPTED"
46,K,"""CHG NOT ACCEPTED.  INVALID PRESENT/PERMANENT GRADE RPTD"
46,L,CHG NOT ACCEPTED. SPD NOT VALID FOR RESERVE NOT ON ACDU.
46,M,"""CHG NOT ACCEPTED"
46,N,"""CHANGE NOT ACCEPTED"
46,O,"""CHANGE NOT ACCEPTED"
46,P,"""CHG NOT ACCEPTED"
46,Q,"""CHG NOT ACCEPTED"
46,RR,EAS MUST BE GREATER THAN OR EQUAL TO ACTION DATE.
46,AG,AN INTERNALLY GENERATED SPD IS NOT VALID IAW W/TABLE 05. MODIFICATION IS REQUIRED.
47,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
47,N,"""CHANGE NOT ACCEPTED"
47,M,THE SPD RPTD DOES NOT MATCH PENDING SPD IN MASTER RECORD.  SEE OFFICER ADMIN STATUS D945 RMK.
47,F,"""CHANGE NOT ACCEPTED"
48,AQ,ADMIN STATUS CHANGE REPORTED.  MCTFS DOES NOT REFLECT ACTIVE RMK945.
48,QK,ED PRIOR TO OLDEST TABLE EFFECTIVE DATE. ED HAS BEEN ADJUSTED TO DATE INDICATED.
48,DD,OFFICER STATUS CHANGE HAS BEEN REPORTED BY ACTIVE DUTY RUC.  REPORT TRANSFER TO ACDU.
48,F,"""CHG NOT ACCEPTED"
48,G,"""CHANGE NOT ACCEPTED"
48,GA,MASTER RECORD REFLECTS MEMBER IS NOT ON ACTIVE DUTY FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
48,GB,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN SGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE SGLI.
48,GC,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN TSGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE TSGLI.
48,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
48,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
48,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
48,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
48,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
48,IA,EFFECTIVE DATE USED IS NOT VALID. REVIEW THE 600 REMARK OR CONTACT MISSO FOR ASSISTANCE.
48,J,MASTER RECORD INDICATES MEMBER IN A RESERVE STATUS.
48,JA,CRISIS 128 RMK WAS CLOSED DUE TO AUGMENTATION TO ACTIVE DUTY.  REVIEW AND RE-OPEN IF APPLICABLE.
48,M,THE SPD RPTD DOES NOT MATCH PENDING SPD IN MASTER RECORD.  SEE OFFICER ADMIN STATUS D945 RMK.
48,N,"""CHG NOT ACCEPTED"
48,AA,PROCESSING OF ADMIN STATUS CHG HAS BEEN COMPLETED IN MCTFS.
48,AB,CHG NOT ACCEPTED.  ACCEPTANCE OF ADMIN STATUS CHG SPD IS LIMITED TO HQ RUC 54826 AND 54824.
48,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
48,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
48,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILABLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
48,QJ,MR INDICATES PERIOD OF TIME LOST. THE EFFECTIVE DATE OF ENTITLEMENT WAS ADJ ACCORDINGLY.
48,CZ,BASIC PAY 701 RMK IS NOT VALID. CONTACT MISSO FOR ASSISTANCE.
49,AD,MASTER RECORD DOES NOT CONTAIN A CURRENT LEAVE BALANCE REMARK.  NOTIFY DO/FO TO UPDATE LEAVE BALANCE AS REQUIRED.
49,ZD,ARMED-FORCES-ACT-DU-BASE-DATE INVALID.  ENTER VALID DATE & RESUBMIT THIS TRANSACTION.
49,B,"""CHANGE NOT ACCEPTED"
49,BC,TRANSACTION EFFECTIVE DATE IS PRIOR TO PRESENT GRADE EFFECTIVE DATE.
49,CF,SPD DISCONTINUED OR DATE OF ACTION/EFFECTIVE DATE INVALID. REFER TO MCTFS TABLE 05 (SPD CODES).
49,DF,"""ASSISTED LIVING WAS STOPPED DUE TO CHG IN STATUS"
49,EE,CHG NOT ACCEPTED RESERVE NOT ON ACTIVE DUTY
49,F,OFFICER CONFINED W/TOTAL FORFEITURE PAY AND ALLOW.
49,FB,SGLI PAY CODE DID NOT MATCH FILE BUILD SGLI TABLE. CONTACT MISSA FOR ASSISTANCE.
49,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
49,FI,SGLI ELECTION OPTION DID NOT MATCH FILE BUILD CFM TABLE-68. CONTACT MISSA FOR ASSISTANCE.
49,G,"""CHG NOT ACCEPTED"
49,GA,MASTER RECORD REFLECTS MEMBER IS NOT ON ACTIVE DUTY FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
49,GB,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN SGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE SGLI.
49,GC,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN TSGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE TSGLI.
49,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
49,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
49,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
49,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
49,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
49,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
49,LL,TRANSACTION NOT POSTED.  MEMBER HAS EXPIRED ECC.
49,NF,RETRO LV PERIOD RPTD PRIOR TO LSL120 PAYMENT.  LSL120 PAYMENT OFFSET.  RESEARCH AND RESUBMIT ADJUSTED LSL120.
49,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILABLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
49,QJ,MR INDICATES PERIOD OF TIME LOST. THE EFFECTIVE DATE OF ENTITLEMENT WAS ADJ ACCORDINGLY.
49,QK,ED PRIOR TO OLDEST TABLE EFFECTIVE DATE. ED HAS BEEN ADJUSTED TO DATE INDICATED.
49,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
50,AC,"""REPORTED GRADE IS INVALID"
50,AB,REPORTED ENCODED GRADE INVALID COULD NOT BE CONVERTED TO A VALID GRADE.
50,AA,PRES GRADE/ED HAS BEEN UPDATED. AUDIT ACT/RES/PAY FOR ADJUSTMENT.
50,WW,UNABLE TO DETM INTENT OF GRADE INPUT.  INPUT GRADE IN MR BUT RPT ED IS UNEQUAL.  DO MUST REVIEW MBR'S ACCT AND ADJ IF APPL.
50,M,"""INPUT RESTRICTED TO RUCS 548XX"
50,L,"""POTENTIAL OFFICER"
50,AD,CHG EFFECTIVE DATE IS EQUAL TO PRESENT GRADE EFFECTIVE DATE.
50,H,RECORD INDICATES PRIME PAY GRADE CODE EQUAL TO E5 OR GREATER.
50,G,"""EFFECTIVE DATE/DATE OF RANK MISSING"
50,F,REPORTED DOR INVALID.
50,BB,GRADE STATEMENT PROCESSED.  DO MUST MAKE NECESSARY ADJUSTMENTS.
50,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
50,JJ,REPORTED ENCODED GRADE/RANK NOT EQUAL TO MASTER FILE GRADE.
52,AD,RESERVE REPORTING UNIT CODE NOT VALID.
52,AE,TEMPORARY REPORTING UNIT CODE NOT VALID.
52,AF,ADDITIONAL TEMPORARY REPORTING UNIT CODE NOT VALID.
52,AG,PRESENT REPORTING UNIT CODE NOT VALID.
52,AH,FAP REPORTING UNIT CODE NOT VALID.
52,AJ,REPORTED TRANSACTION FAILED. REQUIRED PME NOT COMPLETED.
52,BB,DEL/ERR HAS PROCESSED TO RESTORE MEMBER TO PRIOR GRADE. VERIFY MEMBER'S RECORD FOR ACCURACY.
52,BR,REPORTING RUC IS NOT VALID FOR THIS SSN.
52,EE,VERIFY ACCOUNT. MANUAL ADJUSTMENT MAY BE NECESSARY FOR FORFEITURE OF PAY.
52,EG,DELETE GRADE/ED NOT EQUAL TO MASTER FILE GRADE/ED.
52,22,MARINE PROMOTED PRIOR TO 178 RMK NLT REENLISTMENT DATE.  UPDATE 178 REMARK AS NEEDED.
52,39,MEMBER IS NOT BEING PAID AT PRESGRD.
52,F,MBR NOT IN CORRECT STATUS TO REPORT PROMOTION ENTRY.
52,FA,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'FA' ANNUAL FINANCIAL EDUCATION (PROMOTION) WITHIN 30 DAYS. CONTACT YOUR INSTALLATION PERSONAL FINANCIAL MANAGEMENT PROGRAM STAFF (PFM) OR YOUR COMMAND FINANCIAL SPECIALIST (CFS) FOR MORE INFO.
52,FF,VERIFY ACCOUNT. MANUAL ADJUSTMENTS MAY BE NECESSARY FOR PAY AND ALLOWANCES.
52,GG,AUTOMATIC PROMOTION TO NEXT HIGHER GRADE PROCESSED.
52,H,REPORTED TRANSACTION FAILED. STRENGTH CATEGORY EQUALS 'M'. CONTACT MISSA.
52,HH,PROMOTION POSTED TO MASTER RECORD. REPORT MOS CHANGE IF REQUIRED.
52,I,REPORTED RANK NOT EQUAL MASTER RECORD PLUS ONE.
52,II,"""PROMOTION PROCESSED. MEMBER PROMOTED FROM E1 TO E2"
52,J,MARINE HAS ALREADY BEEN PROMOTED TO THIS GRADE WITH A DIFFERENT ED OR DOR.
52,JJ,"""PROMOTION ACCEPTED. HOWEVER"
52,K,REPORTED EFFECTIVE DATE NOT GREATER THAN MASTER RECORD EFF DATE.
52,L,REPORTED ED OR DOR INVALID AND CANNOT BE FUTURE DATED.
52,LL,PROMOTION EFF DT FALLS WITHIN A PERIOD OF DUTY OTHER THAN CURRENT STATUS (AC OR RC). CONTACT MISSO-17 FOR ADJUSTMENT.
52,M,MERITORIOUS PROMOTION NOT AUTHORIZED FOR E8 OR E9.
52,AC,PROMOTION TO E6-E9 IS HEADQUARTERS INPUT ONLY.
52,AB,AFADBD MUST BE VALID YYYYMMDD AND CANNOT BE ZEROES. REPORT TTC 085 TO ESTABLISH AN AFADBD.
52,AA,"""REPORTED PROMOTION DATE INVALID"
52,9,GRADE TO WHICH PROM NOT EQUAL TO MR SELECTED GRADE.
52,60,MBR CANNOT BE PROMOTED MORE THAN 1 GRADE UNLESS PRESGRD EQUALS E1.
52,P,REPORTED SPECIAL GRADE CODE INVALID.
52,Q,INVALID GRADE REPORTED. MUST BE E2 THRU E9.
52,QJ,MR INDICATES PERIOD OF TIME LOST. THE EFFECTIVE DATE OF ENTITLEMENT WAS ADJ ACCORDINGLY.
52,QK,ED PRIOR TO OLDEST TABLE EFFECTIVE DATE. ED HAS BEEN ADJUSTED TO DATE INDICATED.
52,RA,CMC (MMPR) MUST RUN GRADE SELECT PRIOR TO PROM TO ENCODED GRADE.
52,40,INVALID PEBD CONTAINED ON MF. REPORT VALID PEBD FOR MBR.
52,N,MR REFLECTS INVALID RECORD-STATUS FOR REPORTED TRANSACTION.
52,42,MBRS PROM ELIG IS CURRENTLY RESTR.  RESEARCH AND TAKE CORRECTIVE ACTION.
52,41,FORMER RANK INFO NOT ON FILE. CONTACT MISSO.
53,BB,PROM RESTR CANNOT BE RPT PRIOR TO MEMBERS PRESENT GRADE ED.
53,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
53,AA,PROM RESTR IS FOR ENLISTED GRADE ONLY.
53,II,MEMBERS SENIORITY NUMBER CHANGED TO EQUAL 9999.9.
53,GG,"""MBRS PROM STATUS IS CURRENTLY RESTR DUE TO ADMIN SEP PENDING. IF APPLICABLE"
53,FF,MBRS PROM STATUS IS CURRENTLY RESTR DUE TO WT CNTL.  RESEARCH AND RPT FROM WT CNTL TO TERMINATE PROM RESTR.
53,CC,MBRS PROM STATUS IS CURRENTLY RESTR PAST THE RPT PERIOD.
53,DD,"""MBRS PROM STATUS IS CURRENTLY RESTR DUE TO WT CNTL.  IF APPLICABLE"
53,EE,MBRS PROM STATUS IS NOT CURRENTLY RESTR.
54,22,TRANSACTION FAILED. STRENGTH CATEGORY EQUALS 'M'. CONTACT MISSA.
54,24,INVALID COMPONENT CODE FOR PRESENT RUC. CONTACT MISSO FOR ASSISTANCE.
54,26,NOT VALID SEQUENCE FOR RECORD WITH ACTIVE RECORD STATUS.
54,27,TRANSACTION CANNOT PROCESS. MEMBER'S RESERVE RECORD STATUS CODE IS INVALID.
54,30,TTC 054 VALID FOR ENLISTED ONLY.
54,31,DELETE RANK DOES NOT MATCH MASTER RECORD.
54,34,GRADE SELECT HAS NOT BEEN REPORTED.
54,35,REPORTED GRADE IS NOT EQUAL TO GRADE SELECT.
54,40,INVALID PEBD CONTAINED ON MF. REPORT VALID PEBD FOR MBR.
54,AA,REPORTED RANK IS NOT VALID ON TABLES.
54,AB,EFFECTIVE-DATE MUST BE GREATER THAN OR EQUAL TO D600 PAY-GROUP-FROM DATE.
54,AC,MEMBER NOT IN A VALID PAY GROUP STATUS. CONTACT YOUR MISSO FOR ASSISTANCE.
54,N,RECORD STATUS INDICATES MEMBER IS CURRENTLY NOT ON ACTIVE DUTY.
54,NF,RETRO LV PERIOD RPTD PRIOR TO LSL120 PAYMENT.  LSL120 PAYMENT OFFSET.  RESEARCH AND RESUBMIT ADJUSTED LSL120.
54,P,INVALID ENTRY FOR COMPONENT CODES C9 OR KP.
54,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILABLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
54,QJ,MR INDICATES PERIOD OF TIME LOST. THE EFFECTIVE DATE OF ENTITLEMENT WAS ADJ ACCORDINGLY.
54,AD,MASTER RECORD DOES NOT CONTAIN A CURRENT LEAVE BALANCE REMARK.  NOTIFY DO/FO TO UPDATE LEAVE BALANCE AS REQUIRED.
54,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
54,AM,MR CONTAINS OPEN 402 RMK. TTC 054 DID NOT PROCESS. CONTACT HQMC-RIT FOR SRIP RECOUPMENT DETERMINATION.
54,B,ENTRY CANNOT PROCESS. COMPCODE IS INCOMPATIBLE WITH APPT. CONTACT MISSO FOR ASSISTANCE.
54,BA,REPORT SEQUENCE 003 FOR MEMBERS WITH COMPONENT CODE OF 'KJ'.
54,DF,"""ASSISTED LIVING WAS STOPPED DUE TO CHG IN STATUS"
54,EE,REVIEW OFFICER EAD ORDERS AND REPORT TRANSFER WHEN APPROPRIATE.
54,F,REPORTED GRADE IS INVALID FOR THIS ENTRY.
54,FA,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'FA' ANNUAL FINANCIAL EDUCATION (PROMOTION) WITHIN 30 DAYS. CONTACT YOUR INSTALLATION PERSONAL FINANCIAL MANAGEMENT PROGRAM STAFF (PFM) OR YOUR COMMAND FINANCIAL SPECIALIST (CFS) FOR MORE INFO.
54,FB,SGLI PAY CODE DID NOT MATCH FILE BUILD SGLI TABLE. CONTACT MISSA FOR ASSISTANCE.
54,FF,VERIFY ACCOUNT.  MANUAL ADJUSTMENTS MAY BE NECESSARY FOR CAREER SEA DUTY PAY.
54,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
54,FI,SGLI ELECTION OPTION DID NOT MATCH FILE BUILD CFM TABLE-68. CONTACT MISSA FOR ASSISTANCE.
54,G,"""EFF DATE INVALID"
54,GA,MASTER RECORD REFLECTS MEMBER IS NOT ON ACTIVE DUTY FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
54,GB,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN SGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE SGLI.
54,GC,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN TSGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE TSGLI.
54,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
54,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
54,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
54,GG,VERIFY ACCOUNT.  UNABLE TO ADJUST R987 RMK DUE TO INVALID R702/R703 RMK ON MR.
54,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
54,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
54,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
54,H,GRADE PRESENTLY SERVING IS NOT AN ENL GRADE. MBR HAS BEEN APPOINTED TO AN OFFICER.
54,HH,VERIFY ACCOUNT.  MANUAL ADJUSTMENT MAY BE NECESSARY FOR FORFEITURE OF PAY.
54,II,VERIFY ACCOUNT.  MANUAL ADJUSTMENTS MAY BE NECESSARY FOR PAY ALLOWANCES.
54,J,ENTRY CANNOT PROCESS. COMPONENT CODE IS BLANK.
54,JJ,COMP-CODE IS NOT EQUAL TO 'KM'.  TRANSACTION REPORTED IS FOR A MEMBER IN A MOBILIZED STATUS.
54,K,DATE OF RANK INVALID/IS GREATER THAN DATE OF ACTION.
54,KK,INVALID SEQUENCE HAS BEEN REPORTED FOR MOBILIZED RESERVIST.  REPORT SEQUENCE 005.
54,L,MR INDICATES ACCEPT APPOINTMENT ENTRY PREVIOUSLY PROCESSED.
54,LL,TRANSACTION NOT POSTED.  MEMBER HAS EXPIRED ECC.
54,MM,"""MEMBER HAS ACCEPTED APPOINTMENT TO OFFICER"
54,QK,ED PRIOR TO OLDEST TABLE EFFECTIVE DATE.  ED HAS BEEN ADJUSTED TO DATE INDICATED.
54,S4,INVALID RESERVE PAY STATUS.
54,ZD,ARMED-FORCES-ACT-DU-BASE-DATE INVALID.  ENTER VALID DATE & RESUBMIT THIS TRANSACTION.
55,K,COHESION DATE IS INVALID.
55,B,SNM IS NOT A MEMBER OF A SCHOOL RUC.  IF NECESSARY REPORT A COHESION-INFO ENTRY.
55,H,INPUT FOR HQMC OR SCHOOL RUC ONLY.
55,I,REPORTED COHESION MOS INVALID. REFER TO MCTFS TABLE 04.
55,J,"""REPORTED COHESION MCC INVALID"
56,LL,MBR PROM STATUS RESTR HAS BEEN RE-ESTABLISHED AS NONE.  REVIEW MBR'S RECORD AND RPT PREVIOUS RESTR IF APPLICABLE.
56,M,REPORTED GRADE MUST BE EQUAL TO E1 THRU E4.
56,N,MASTER RECORD NOT ENLISTED.
56,PP,PROFICIENCY PAY TERMINATED.
56,Q,RPTD GRADE MUST EQUAL E1 THRU E8.
56,QJ,MR INDICATES PERIOD OF TIME LOST. THE EFFECTIVE DATE OF ENTITLEMENT WAS ADJ ACCORDINGLY.
